timestamp,host,label,k,n,rate,m,num_codewords,ebno_db,num_iter,repeat,cpu_latency_s,cpu_throughput_mbps,gpu_latency_s,gpu_throughput_mbps,latency_speedup_cpu_over_gpu,throughput_speedup_gpu_over_cpu
2026-03-04T14:17:31,IS-WiN-PC14,rep1_N4_I18,512,1024,0.5,4,4,4.0,18,10,0.005217807809822261,0.3925019998139339,0.006473514111712575,0.31636603622977183,0.8060240110362383,0.8060240110362382
2026-03-04T14:17:35,IS-WiN-PC14,rep1_N4_I20,512,1024,0.5,4,4,4.0,20,10,0.005823781597428024,0.35166153911136794,0.006877800798974931,0.2977696010482354,0.8467505482706044,0.8467505482706045
2026-03-04T14:17:39,IS-WiN-PC14,rep1_N4_I22,512,1024,0.5,4,4,4.0,22,10,0.006386483088135719,0.3206772760119893,0.006746766902506351,0.3035528023413985,0.9465990422409895,0.9465990422409893
2026-03-04T14:17:43,IS-WiN-PC14,rep1_N8_I4,512,1024,0.5,4,8,4.0,4,10,0.001960046379826963,2.089746468326736,0.0017270240001380443,2.3717099470954652,1.1349271229990392,1.1349271229990392
2026-03-04T14:17:47,IS-WiN-PC14,rep1_N8_I6,512,1024,0.5,4,8,4.0,6,10,0.0027606768067926168,1.4836941397565386,0.002459671418182552,1.665263079337048,1.1223762598471292,1.1223762598471294
2026-03-04T14:17:51,IS-WiN-PC14,rep1_N8_I8,512,1024,0.5,4,8,4.0,8,10,0.0035302171017974615,1.1602685845905798,0.0032251435099169613,1.2700210044623599,1.094592253319095,1.094592253319095
2026-03-04T14:17:55,IS-WiN-PC14,rep1_N8_I10,512,1024,0.5,4,8,4.0,10,10,0.0044247731799259785,0.9256971676158374,0.003113481285981834,1.3155691728233176,1.4211658184194382,1.4211658184194385
2026-03-04T14:17:59,IS-WiN-PC14,rep1_N8_I12,512,1024,0.5,4,8,4.0,12,10,0.005171456700190901,0.7920398907814115,0.003773716720752418,1.0854020858204017,1.3703881565227283,1.3703881565227285
2026-03-04T14:18:03,IS-WiN-PC14,rep1_N8_I14,512,1024,0.5,4,8,4.0,14,10,0.005871388013474643,0.697620390715077,0.00493516989517957,0.8299612955575796,1.1897033208946919,1.1897033208946919
2026-03-04T14:18:07,IS-WiN-PC14,rep1_N8_I16,512,1024,0.5,4,8,4.0,16,10,0.00642582809086889,0.637427572303159,0.00477380258962512,0.8580162089026921,1.3460607074188842,1.3460607074188842
2026-03-04T14:18:11,IS-WiN-PC14,rep1_N8_I18,512,1024,0.5,4,8,4.0,18,10,0.007005958608351648,0.584645189755653,0.004665145906619728,0.8780004059868474,1.5017662359520985,1.5017662359520982
2026-03-04T14:18:14,IS-WiN-PC14,rep1_N8_I20,512,1024,0.5,4,8,4.0,20,10,0.008185746287927032,0.5003819879002475,0.006373093114234507,0.6427020485314192,1.2844228291037998,1.2844228291037998
2026-03-04T14:18:18,IS-WiN-PC14,rep1_N8_I22,512,1024,0.5,4,8,4.0,22,10,0.008889879193156957,0.4607486683455634,0.0056726627983152865,0.7220594887495275,1.5671439514785095,1.5671439514785097
2026-03-04T14:18:22,IS-WiN-PC14,rep1_N16_I4,512,1024,0.5,4,16,4.0,4,10,0.002018591295927763,4.058275697773126,0.0016603932017460465,4.933771103968268,1.2157308845910957,1.2157308845910957
2026-03-04T14:18:26,IS-WiN-PC14,rep1_N16_I6,512,1024,0.5,4,16,4.0,6,10,0.002905658888630569,2.8193261198188586,0.0022819349775090813,3.5899357697484606,1.2733311497781297,1.27333114977813
